top_category_name,middle_category_name,bottom_category_name,sub_category_name,image_src,brand,name,volume,price,discount_rate,rating,review_count,delivery_info,color_image_src,color_name,bedge
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/goods/org/767/211117001761767.jpg?RS=450&SP=1,LIAIGRE,WOOL ENZO,WOOL,N/A,N/A,N/A,N/A,N/A,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/214/240207008846214.jpg?RS=450&SP=1,JAJU,고중량 세면타월_그레이,N/A,N/A,N/A,4.9,143,인기,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/106/240719024880106.jpg?RS=450&SP=1,JAJU,스트라이프 거실화 2개_M&L,2개_M&L,N/A,N/A,N/A,N/A,신상,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/083/240206008820083.jpg?RS=450&SP=1,JAJU,고중량 세면타월_화이트,N/A,N/A,N/A,4.9,92,N/A,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/095/240802025985095.jpg?RS=450&SP=1&QT=20,JAJU,퀼팅 워셔블 오픈토 거실화_L_차콜,거실화_L_차콜,N/A,N/A,5,14,인기,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/111/240719024880111.jpg?RS=450&SP=1&QT=20,JAJU,솔리드 거실화2개_M&L,거실화2개_M&L,N/A,N/A,N/A,N/A,신상,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/078/240802025985078.jpg?RS=450&SP=1&QT=20,JAJU,퀼팅 워셔블 오픈토 거실화_M_차콜,N/A,N/A,N/A,5,24,인기,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/434/240629023034434.jpg?RS=450&SP=1&QT=20,JAJU,퀼팅 워셔블 오픈토 거실화_M_아이보리,N/A,N/A,N/A,5,11,인기,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/078/240207008849078.jpg?RS=450&SP=1&QT=20,JAJU,그림으로 알려주는 지압 거실화_250~270_베이지,N/A,N/A,N/A,4.9,73,N/A,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/944/240207008848944.jpg?RS=450&SP=1&QT=20,JAJU,퀼팅 심플 라인 워셔블 거실화(남성)_다크그레이,N/A,N/A,N/A,4.9,433,인기,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/592/240206008824592.jpg?RS=450&SP=1&QT=20,JAJU,경량 세면타월_40x100cm_화이트,N/A,N/A,N/A,4.9,40,N/A,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/882/240207008848882.jpg?RS=450&SP=1&QT=20,JAJU,와플 면 워셔블 거실화(남성)_그레이,N/A,N/A,N/A,4.7,56,N/A,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/186/240711024433186.jpg?RS=450&SP=1&QT=20,JAJU,층간소음 저감 오픈토 거실화_M_그레이,N/A,N/A,N/A,5,3,N/A,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/215/240206008816215.jpg?RS=450&SP=1&QT=20,JAJU,고중량 핸드타월_화이트,N/A,N/A,N/A,5,20,N/A,,,N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/655/240206008816655.jpg?RS=450&SP=1&QT=20,JAJU,부드러운 보온 플리스 블랭킷_버건디,N/A,N/A,N/A,N/A,N/A,N/A,"https://image.sivillage.com/upload/C00001/goods/color/color_060027_210114011352.png,https://image.sivillage.com/upload/C00001/upload1/product/colorChip/11_01_%EB%84%A4%EC%9D%B4%EB%B9%84.png","다크레드,네이비",N/A
라이프,리빙,침구/패브릭,거실화,https://image.sivillage.com/upload/C00001/s3/goods/org/657/240206008816657.jpg?RS=450&SP=1&QT=20,JAJU,부드러운 보온 플리스 블랭킷_베이지,N/A,N/A,N/A,5,1,N/A,,,N/A
